egt_c,cit_c,tbmt_c,brg_c,ics_c,lube_c,amb_c,op_state
580.47,17.9,927.53,105.81,365.88,60.95,19.79,1
,11.26,912.42,68.42,326.15,35.0,11.39,0
518.62,26.35,878.34,68.84,305.06,48.98,26.65,0
526.91,23.92,860.17,82.73,323.42,56.63,24.25,0
502.79,8.43,818.71,82.11,280.37,55.18,8.83,1
543.43,26.13,882.98,79.9,308.03,69.61,28.33,0
507.33,27.53,867.83,61.55,288.65,43.83,25.06,0
559.91,29.13,947.69,98.19,335.16,69.28,26.26,1
613.15,32.16,1005.68,98.69,363.0,80.0,31.41,3
519.04,34.34,808.67,75.05,303.44,53.68,30.39,0
559.54,28.61,911.88,87.06,312.77,70.7,25.07,1
534.52,34.55,842.19,61.28,313.99,39.21,35.83,0
536.37,23.78,,81.08,,63.58,20.0,0
526.05,15.97,,78.7,277.43,49.67,18.61,0
609.46,34.08,1066.59,110.37,391.39,80.0,33.39,2
605.51,32.58,995.21,125.88,368.57,,31.43,2
649.11,26.17,1119.22,133.1,366.02,95.59,23.38,2
515.42,20.09,834.3,76.95,293.84,58.28,15.07,0
,31.45,,96.05,,64.08,30.98,1
609.07,16.16,1044.82,114.88,380.31,96.99,16.47,2
527.79,22.94,,79.17,299.38,63.52,17.65,0
539.28,25.18,834.67,68.22,293.99,47.23,26.04,0
507.38,15.57,817.51,85.04,,60.47,14.01,0
613.75,31.28,1047.63,107.0,380.16,80.0,28.49,2
641.61,18.43,,111.37,,80.0,18.16,2
515.41,34.06,819.34,77.1,298.17,53.33,31.73,0
519.03,,851.28,94.17,319.09,71.24,25.0,0
628.99,21.0,,108.3,409.16,80.0,19.67,2
609.94,41.42,1011.15,120.47,360.94,80.0,44.35,2
522.99,30.11,845.74,82.42,311.21,63.14,28.28,0
575.38,14.91,949.39,99.29,352.35,68.35,18.29,1
566.04,19.87,,79.16,,64.28,19.39,1
623.57,32.82,1105.91,120.63,,99.51,35.4,2
594.17,27.94,1020.0,109.88,350.52,82.08,22.43,1
570.9,22.35,937.49,108.24,371.25,90.21,23.24,1
553.08,16.35,900.0,76.17,315.32,60.0,16.54,1
546.83,25.75,900.0,,340.63,83.32,30.45,1
559.25,7.38,,99.85,311.27,60.21,12.79,1
563.04,27.51,960.58,104.61,344.43,90.67,22.67,1
533.93,27.55,897.51,,,35.43,30.15,0
530.0,19.7,900.0,75.0,314.32,60.0,16.12,1
499.82,19.77,812.29,70.79,293.13,51.27,16.09,0
501.57,13.34,827.2,77.04,290.98,50.94,14.95,0
643.32,30.34,,119.83,395.99,102.93,30.4,2
630.59,37.83,1084.34,131.26,393.79,94.93,33.38,2
618.77,26.02,1013.55,117.3,353.99,80.0,28.16,2
514.2,28.58,821.88,81.06,,56.34,29.52,0
561.26,23.38,953.7,95.67,333.4,72.91,27.08,1
566.18,31.48,958.0,89.68,333.77,77.7,21.7,1
542.44,17.33,901.26,77.19,326.58,55.08,11.64,0
638.23,44.0,1061.24,132.02,,94.8,42.79,2
561.89,37.19,904.32,97.96,333.41,67.94,38.65,1
491.62,31.88,787.82,102.15,290.58,64.53,29.37,0
572.38,25.33,950.71,99.5,344.72,72.54,22.44,1
542.44,14.22,894.25,73.63,316.42,52.03,15.7,0
517.44,16.99,868.68,77.25,305.15,59.88,15.15,0
510.48,15.34,833.25,72.23,283.81,60.74,18.36,0
632.76,36.88,1042.86,113.09,,98.54,30.79,2
558.42,12.93,967.69,92.16,351.65,80.81,12.98,1
654.68,33.81,1073.96,119.9,408.06,80.0,28.34,2
600.27,14.6,980.02,93.52,380.85,62.97,11.13,1
622.34,14.89,1028.75,106.88,375.05,93.38,17.04,2
528.03,25.21,884.04,64.35,327.0,52.03,20.2,0
526.93,14.43,,66.87,303.16,50.77,16.35,0
613.04,19.21,1057.0,103.05,375.17,80.0,16.23,2
559.46,6.06,911.62,97.29,359.46,71.85,8.7,1
570.38,23.03,919.13,98.82,358.74,89.75,24.0,1
563.36,15.26,946.28,80.51,342.17,60.0,15.12,1
530.42,18.3,,78.24,283.44,48.57,21.11,0
560.91,26.26,903.3,96.8,325.17,65.37,25.16,1
515.06,8.94,,68.67,299.21,53.17,12.33,0
532.82,19.81,862.76,68.95,299.95,55.03,16.51,0
515.21,11.3,,72.45,,48.77,10.09,0
544.04,8.05,,74.63,,57.6,8.14,0
559.31,21.09,932.43,100.45,364.57,79.7,16.87,1
638.61,19.82,1084.83,115.83,404.66,80.0,19.36,2
556.84,21.47,869.56,,299.63,46.47,21.53,0
513.22,14.97,833.67,90.01,294.22,60.0,19.43,0
654.23,31.67,1095.29,115.27,386.48,81.35,31.95,2
622.01,24.88,,162.95,440.74,122.91,27.82,3
606.72,27.68,1068.73,,368.04,87.38,26.91,2
515.53,16.26,814.57,66.3,304.95,52.84,20.13,0
542.24,23.9,903.01,88.56,,67.62,28.5,1
561.93,20.25,68.23571773397406,109.47,337.31,87.88,20.74,1
523.64,27.44,886.23,70.11,,45.4,25.35,0
521.6,27.2,870.33,87.86,299.02,64.25,27.31,0
513.05,14.65,824.95,71.55,289.26,54.79,13.77,0
510.19,28.35,,72.45,298.14,51.36,25.01,0
611.19,20.32,1005.8,128.07,353.67,92.29,16.89,2
630.71,35.49,1234.11,150.73,496.87,164.79,13.75,3
513.37,21.9,791.01,74.44,305.65,41.79,19.94,0
637.75,27.05,1120.0,127.81,369.38,107.59,28.23,2
577.53,16.85,932.84,89.4,362.78,60.0,19.41,1
507.5,17.65,803.58,78.17,295.43,61.84,14.3,0
517.98,21.1,830.17,65.65,288.82,42.27,25.66,0
498.89,16.38,814.07,78.86,299.19,54.2,19.49,0
582.25,21.76,986.8,99.53,348.67,77.69,24.21,1
626.76,26.54,1055.31,109.29,377.21,80.0,27.29,2
561.66,21.01,921.57,94.88,329.71,74.43,18.19,1
639.49,19.45,1089.55,109.07,379.17,86.89,17.07,2
562.66,21.07,,67.98,310.25,49.71,22.04,0
530.0,20.6,900.0,111.16,314.65,75.78,21.08,1
565.48,17.02,899.35,76.22,320.15,46.48,14.73,0
586.0,22.54,979.12,,322.73,65.89,25.02,1
522.03,14.55,836.1,92.56,,66.42,15.85,0
527.6,18.63,,82.6,309.14,57.79,18.85,0
650.42,30.98,1119.07,191.09,477.07,133.96,27.38,3
512.79,23.13,845.72,83.76,309.07,51.79,20.68,0
543.1,23.13,907.08,74.91,311.65,48.53,20.99,0
555.74,33.49,902.06,85.4,323.22,62.32,34.01,1
569.96,18.28,,96.7,328.8,67.2,17.28,1
538.67,37.42,110.37287573614272,83.64,315.96,47.26,37.89,0
544.46,17.19,900.0,75.0,310.0,61.44,18.27,1
80.97,-20.21,176.31,58.09,-1.7,,34.35,3
602.17,25.62,1181.13,116.5,445.4,142.13,11.28,3
546.05,25.68,855.42,92.12,318.39,53.44,25.74,0
546.87,32.96,861.48,87.56,314.98,61.67,31.31,0
508.68,29.75,825.44,93.66,294.75,60.17,24.23,0
514.45,28.69,828.17,75.0,296.39,60.98,24.81,0
596.41,30.77,994.25,88.39,,60.0,31.54,1
522.92,22.87,893.2,69.84,313.4,58.98,24.25,0
523.73,40.07,854.11,71.46,299.38,47.26,41.53,0
495.62,36.69,816.18,70.93,280.03,51.25,37.12,0
571.58,29.92,926.39,94.49,350.26,61.84,30.06,2
541.32,17.03,866.31,77.76,321.9,58.22,20.32,0
544.95,25.01,900.0,103.66,344.62,81.57,27.33,1
577.68,22.7,984.23,100.74,339.91,80.55,27.18,1
517.24,13.94,812.45,67.92,293.15,49.49,14.96,0
617.0,20.76,1050.63,124.28,345.0,90.4,18.79,1
539.19,35.96,875.37,71.36,300.04,55.62,34.92,0
537.16,29.75,865.02,77.59,297.57,54.36,32.92,0
657.57,26.03,1097.6,133.99,398.95,98.31,30.56,2
633.45,29.75,1120.0,92.04,369.93,84.93,31.87,2
517.7,25.77,836.86,93.88,318.07,68.89,31.66,0
533.93,27.31,847.58,69.26,305.44,63.02,26.37,0
507.69,26.08,,72.21,286.13,55.48,24.67,0
503.35,16.59,833.53,,,53.39,18.42,0
570.04,25.33,961.21,97.76,336.96,75.5,24.19,1
80.71,-11.8,75.0,15.18,-50.0,27.72,12.57,3
630.57,15.08,1101.47,128.58,394.06,97.38,18.37,2
525.41,13.62,842.93,60.51,309.14,55.59,9.9,0
578.64,19.43,956.79,84.06,351.01,60.0,21.42,1
559.27,21.33,873.9,81.98,347.35,57.98,21.52,0
527.57,16.77,840.37,80.82,308.36,55.94,21.82,0
492.44,28.25,804.7,80.34,303.78,52.49,30.37,1
539.11,2.41,880.5,58.48,308.87,43.24,-0.33,0
537.53,20.77,849.05,86.6,291.97,70.43,23.8,0
531.64,12.48,835.88,82.33,314.78,63.74,8.1,0
504.94,23.17,809.05,69.57,294.55,35.0,23.35,0
696.47,23.61,1208.45,132.83,499.41,132.98,29.76,3
516.89,19.45,839.98,94.17,304.32,64.86,22.15,0
539.07,15.29,,75.77,298.26,69.71,15.42,0
587.05,33.08,,122.24,364.35,91.5,36.82,2
571.9,21.82,,92.97,,60.0,24.33,1
220.43,-0.77,213.52,36.58,,11.12,22.97,3
530.07,11.32,849.03,85.57,294.49,64.62,11.88,0
556.51,16.29,919.85,85.9,310.0,70.76,15.81,1
626.04,18.54,1082.4,97.56,394.98,86.41,17.04,2
520.0,27.45,839.96,65.59,305.57,47.79,30.91,0
565.31,19.37,935.33,90.3,310.06,64.11,20.56,1
539.17,27.91,871.45,77.3,311.55,56.05,31.61,0
611.01,29.76,985.61,137.88,393.28,117.21,28.6,2
523.91,22.01,839.14,73.53,303.09,50.8,22.51,0
137.03,47.61,18.07,67.29,71.93,54.41,26.77,3
606.01,25.23,1017.51,128.56,376.33,95.5,25.01,2
502.77,17.82,,64.9,297.53,45.13,18.06,0
546.08,12.45,874.49,79.66,324.39,50.88,8.73,0
598.01,21.76,945.54,92.21,334.87,72.5,22.09,1
573.72,40.85,951.6,94.61,371.77,85.82,39.28,1
529.75,17.0,850.13,83.43,312.48,65.72,15.54,0
529.57,4.05,840.43,92.74,320.55,58.93,2.6,0
552.58,25.52,913.39,86.93,326.16,60.0,23.81,1
561.02,14.75,,79.99,328.35,57.61,10.79,0
526.92,24.36,846.6,82.8,310.8,51.96,25.27,0
519.11,14.27,803.2,81.97,281.06,56.26,8.93,0
587.49,21.34,1008.44,92.82,349.21,68.64,24.37,1
526.52,19.1,837.23,84.65,317.49,72.97,18.19,0
583.08,34.09,929.34,87.97,356.33,69.79,31.88,2
514.61,21.85,,69.5,313.7,45.79,20.33,1
557.76,28.64,910.4,78.13,344.52,60.0,31.44,1
511.5,17.91,,78.34,280.05,59.24,19.43,0
565.57,17.23,931.86,76.79,341.75,60.0,16.13,1
567.07,22.77,951.9,97.48,322.09,,25.14,1
530.76,23.71,861.87,85.08,319.02,64.63,24.05,0
19.09,8.89,150.5,58.82,5.75,10.2,20.96,3
651.71,16.77,1120.0,,399.08,80.0,16.98,2
598.68,20.69,1048.0,113.91,382.1,81.56,17.61,2
546.7,29.06,888.97,76.2,320.16,55.04,31.95,0
526.18,8.44,815.04,79.78,302.41,55.58,13.35,0
534.36,0.71,854.65,90.04,307.46,59.5,-1.47,0
508.12,14.62,,79.49,285.53,54.22,11.54,0
596.52,32.76,992.02,86.53,366.2,60.0,36.37,1
538.68,29.76,900.0,88.45,338.18,69.12,32.98,1
50.78,70.0,27.28,11.1,127.94,37.51,10.93,3
579.92,22.77,951.47,91.01,363.24,62.87,22.72,1
614.98,15.49,1009.62,84.59,397.53,70.93,10.2,1
536.57,23.8,,78.23,304.38,60.42,24.61,0
493.21,30.79,820.55,75.14,270.0,51.46,33.78,0
921.4810857293959,32.37,1115.99,94.57,,80.0,39.74,2
551.7,10.1,900.0,111.51,334.05,88.1,6.1,1
525.72,21.38,871.34,74.11,295.32,57.23,22.23,0
574.69,30.89,959.97,88.71,322.13,72.68,31.86,1
497.64,15.34,821.44,60.43,315.97,47.97,15.26,0
557.55,20.14,900.0,95.7,358.57,70.63,20.36,1
534.92,36.96,879.1,76.04,305.84,53.76,35.28,0
616.36,28.17,980.0,116.81,368.65,82.46,27.29,3
577.02,11.69,985.6,103.55,,96.78,14.15,1
517.2,31.89,,64.41,299.04,47.63,33.39,0
555.06,23.05,900.0,87.04,334.95,60.0,21.87,1
543.26,24.58,925.43,78.22,,44.77,27.46,0
588.0,20.16,991.52,85.92,350.54,63.97,20.01,1
531.76,30.21,862.55,83.68,308.51,64.9,24.7,0
529.33,0.0,861.77,73.82,301.27,54.52,-0.62,0
536.91,44.69,900.0,80.46,,60.0,43.53,1
642.06,16.56,1068.39,112.32,367.51,96.53,16.88,2
531.23,24.18,854.44,58.66,292.15,44.27,22.21,0
491.32,24.67,799.81,76.28,299.13,51.12,30.42,1
534.86,18.82,894.17,78.28,306.94,46.65,22.58,0
536.79,19.91,881.3,81.17,313.92,67.16,18.15,0
517.38,25.88,851.37,84.2,310.63,51.9,23.2,0
574.89,20.92,995.19,108.35,342.23,82.13,17.07,1
500.95,20.61,803.53,70.6,299.89,52.23,20.23,0
591.79,8.32,980.0,124.49,380.19,80.0,10.62,2
559.2,19.7,915.05,110.57,358.89,91.22,17.73,1
493.8,16.26,840.05,82.41,284.64,57.36,13.54,0
530.08,15.25,872.3,78.66,,55.07,17.15,0
655.45,45.58,1205.16,176.1,489.06,164.38,18.74,3
604.01,21.35,1023.12,116.98,383.66,95.75,18.42,2
583.07,29.68,980.0,118.38,346.33,81.7,30.44,2
664.98,22.98,1003.56,91.62,364.56,80.0,19.92,2
604.97,35.15,1039.69,111.93,,80.21,33.91,2
541.98,23.11,896.96,85.94,319.1,60.65,23.41,0
572.01,34.96,900.0,,,60.0,33.6,1
569.09,26.26,953.46,,322.43,67.45,22.23,1
515.51,25.2,790.61,69.23,303.45,49.63,23.35,0
530.0,29.55,900.0,91.34,330.28,60.64,28.52,1
570.48,10.27,,110.4,333.45,82.38,7.87,1
518.02,40.64,845.6,90.41,292.06,64.53,38.61,0
631.49,14.72,1117.93,121.44,372.67,83.76,15.46,2
522.22,13.41,,74.04,,44.62,11.59,0
554.22,24.69,900.0,240.44938527592922,331.54,71.89,23.56,1
545.44,25.31,902.57,96.08,310.0,60.0,26.35,1
583.83,28.34,1011.48,110.45,345.1,89.54,29.48,1
535.75,31.21,879.36,69.74,308.03,57.71,26.55,0
629.74,22.28,1004.64,111.64,388.37,88.47,24.42,3
601.78,24.19,988.34,119.57,365.63,87.93,24.8,2
528.47,39.68,861.74,87.73,299.31,61.53,41.92,0
512.85,30.83,819.69,80.82,288.99,60.43,26.53,0
516.7,25.35,860.61,80.19,309.65,55.45,23.57,0
522.83,9.46,860.06,76.88,299.21,51.56,7.54,0
90.8736585849549,37.11,982.1,93.15,376.11,82.09,32.99,2
623.57,17.92,,108.07,383.14,102.54,12.08,2
506.37,16.59,850.41,83.29,282.06,57.05,19.29,0
589.52,22.16,939.86,,374.59,67.01,20.03,1
530.63,27.18,852.68,74.2,297.51,47.37,26.71,0
533.19,19.75,855.77,80.0,318.46,44.49,15.46,0
513.63,29.77,778.17,76.57,283.3,60.65,22.2,0
560.04,36.03,903.16,90.84,321.25,63.66,40.62,1
525.85,20.48,849.85,80.18,290.25,63.17,25.76,0
593.78,41.29,1027.11,123.1,355.99,100.78,39.69,2
681.04,32.66,1131.94,153.65,421.67,110.78,24.14,3
639.34,8.94,,115.5,423.69,87.07,8.73,2
609.82,24.95,,,382.09,83.72,21.79,1
520.91,24.34,866.92,83.14,283.8,62.61,21.26,0
603.12,18.46,980.0,125.76,345.0,80.0,22.4,2
537.55,14.18,,72.28,,47.14,10.12,0
643.49,8.83,1075.42,120.53,404.28,88.2,10.27,2
547.34,28.68,887.03,84.38,313.68,57.15,34.6,0
552.36,27.49,,117.1,346.22,90.13,28.1,1
621.03,35.21,1120.0,123.33,345.0,95.69,33.58,2
510.28,19.57,,83.71,273.74,64.15,18.9,0
573.63,13.9,996.23,85.5,337.86,60.0,15.86,1
668.06,20.11,1120.0,143.24,416.73,96.92,14.62,2
534.7,29.11,852.76,74.11,289.56,61.64,27.58,0
581.76,29.68,982.97,88.09,356.24,72.21,27.53,1
528.81,30.22,,91.05,304.21,70.91,27.84,0
559.12,18.67,925.72,104.27,340.06,79.8,12.3,1
555.38,21.9,915.67,68.97,328.06,53.5,23.42,0
546.58,16.93,859.99,83.9,328.31,50.38,13.64,0
522.29,20.27,829.66,75.76,289.7,50.62,23.05,0
503.8,33.85,,78.92,298.46,53.3,33.94,0
622.15,30.43,1040.02,122.17,400.57,94.63,30.2,2
555.56,15.24,922.17,59.37,,46.85,15.37,0
534.05,17.29,866.41,73.52,325.76,59.57,10.85,0
526.98,20.4,859.51,68.18,317.75,57.8,18.32,0
595.07,28.55,989.92,112.78,359.69,98.05,28.42,2
591.04,16.01,75.13871594871681,77.61,341.8,60.0,15.56,1
603.28,26.21,1020.0,90.69,350.43,62.61,27.32,1
492.9,13.87,770.88,75.05,292.56,61.97,18.64,0
645.31,35.99,,104.43,,81.95,38.31,2
536.8,20.04,911.89,73.92,309.49,58.51,16.02,0
535.69,23.13,905.88,86.79,342.42,65.41,22.89,1
583.19,30.14,997.93,120.05,336.37,76.58,30.54,1
504.37,21.19,790.19,77.38,302.4,65.38,19.14,0
521.08,20.74,871.71,75.19,305.15,57.21,23.13,0
575.66,21.8,905.63,100.85,,86.7,25.51,1
626.74,26.71,1061.79,107.1,362.63,85.3,25.41,2
537.18,32.11,,237.21398141993677,316.52,67.46,34.13,0
581.5,27.24,1001.23,100.69,363.7,72.24,25.1,1
562.09,24.02,932.85,117.7,335.79,81.42,23.16,1
569.71,37.83,937.4,92.26,340.03,78.6,36.45,1
643.75,38.48,984.33,126.79,403.91,92.28,41.75,2
720.31,21.22,1234.51,182.09,520.87,91.64,25.28,3
518.83,29.3,825.66,91.24,316.82,70.55,35.36,0
488.59,22.89,774.68,73.65,299.93,56.42,17.29,0
569.8,22.5,945.96,97.67,338.02,66.02,23.21,0
616.01,28.23,1103.89,118.82,399.51,104.36,27.99,2
580.2,4.19,1399.6785599212226,83.18,348.4,63.73,2.4,1
560.64,18.84,951.51,90.17,339.89,60.0,13.58,1
529.57,10.35,850.72,76.57,306.11,49.74,10.88,0
652.08,28.85,1120.0,97.74,401.98,92.64,27.48,2
589.32,23.76,980.0,129.12,345.0,93.74,30.67,2
187.58,26.67,108.31,90.96,-41.97,37.84,20.98,3
594.18,29.58,980.0,115.97,,98.75,26.16,2
561.53,14.11,900.0,96.27,353.09,67.26,13.36,1
530.0,33.37,900.0,99.04,310.0,84.14,32.11,1
609.29,30.98,1027.7,108.63,386.88,107.66,29.89,2
529.46,26.33,826.12,93.33,305.82,61.1,27.51,0
642.14,22.65,1046.29,122.22,,103.11,21.5,2
647.4,15.54,1046.01,90.0,392.92,80.0,19.47,2
143.48,38.39,120.04,6.34,117.34,9.25,19.01,3
547.46,24.5,,80.59,319.7,55.97,21.81,0
494.83,19.05,,67.33,287.36,45.13,19.83,0
523.03,17.79,,78.44,296.07,55.75,11.19,0
516.43,28.69,833.28,79.23,291.04,53.61,35.26,0
563.62,27.87,929.94,83.01,322.48,72.11,29.77,1
526.44,17.08,865.58,82.97,293.99,66.47,17.37,1
631.8,34.99,1024.96,120.21,397.52,80.0,35.0,2
537.9,11.16,874.96,84.62,325.03,63.39,12.47,0
527.07,37.99,848.94,77.12,315.71,46.31,37.51,0
512.26,15.62,825.14,77.25,285.53,51.61,23.92,0
514.74,33.35,841.22,75.28,287.74,57.08,30.82,0
634.69,24.79,1084.56,100.1,380.63,80.0,28.4,2
489.24,29.04,,73.87,278.48,50.12,28.15,0
653.16,25.21,1100.57,120.62,,95.53,28.62,2
648.1,24.5,1101.96,119.84,410.06,106.16,19.22,2
515.01,29.39,827.84,87.6,316.71,60.0,28.4,0
648.79,20.88,1069.19,114.16,411.33,80.0,21.45,2
510.4,41.16,817.82,79.34,301.67,62.58,40.99,0
588.72,19.51,944.45,81.24,346.03,63.48,24.28,1
573.19,22.62,,113.28,359.44,76.02,24.33,1
563.15,27.96,927.14,74.23,309.86,52.72,35.92,0
535.3,22.74,890.14,211.65550991142524,310.0,58.77,23.9,0
489.28,27.23,778.68,80.45,,53.91,25.4,0
586.6,22.45,969.81,85.12,332.82,66.31,23.77,1
503.26,20.51,808.07,67.22,,45.35,20.86,0
552.32,23.83,888.28,78.88,311.97,44.97,29.83,0
571.99,28.88,964.77,75.0,351.36,60.0,38.13,1
531.99,20.15,875.84,69.42,316.0,55.13,22.67,0
606.75,32.73,980.0,95.27,356.68,80.0,29.23,2
599.14,16.53,988.56,117.72,362.39,91.94,15.91,1
559.69,14.09,919.36,72.95,343.12,47.58,15.97,0
588.34,37.02,920.04,109.17,338.22,77.13,32.29,1
563.96,28.53,930.44,76.92,331.75,60.0,28.28,1
532.63,20.75,858.69,71.04,,49.83,19.52,0
80.08,-13.91,,5.36,80.86,-10.55,16.25,3
630.3,36.55,1036.91,108.88,391.2,80.0,33.24,2
530.87,24.84,830.68,59.25,326.25,39.5,27.84,0
556.67,29.65,873.29,84.86,318.62,60.46,30.93,1
537.41,9.77,858.02,72.31,310.59,49.64,7.6,0
504.86,19.35,818.19,67.02,272.27,54.78,19.43,0
562.6,24.87,931.99,75.91,325.98,61.25,26.52,1
518.38,20.73,816.46,74.75,306.93,55.72,22.29,0
599.5,29.22,971.56,101.82,336.33,76.16,29.81,1
574.54,27.25,950.14,110.66,,69.66,27.92,1
540.91,23.72,849.63,69.33,326.77,58.32,30.34,0
508.49,22.72,824.81,75.82,279.04,49.54,22.34,0
574.63,26.63,932.78,81.98,,60.0,30.26,1
573.11,20.67,921.3,61.3,308.59,45.74,22.53,0
528.37,33.55,854.13,77.21,324.57,51.0,33.5,0
605.35,25.49,1020.35,115.42,383.07,83.41,26.84,2
628.81,17.04,1393.4886837295803,125.74,496.79,76.52,18.04,3
580.0,34.4,980.0,108.47,346.97,103.05,35.79,2
532.26,11.42,859.38,83.13,,58.42,11.43,0
516.39,15.19,835.32,67.29,274.01,41.63,16.81,0
517.19,27.01,,57.59,305.33,40.27,26.1,0
546.42,32.7,900.0,,326.01,68.04,29.6,1
524.18,27.08,860.26,77.8,284.69,45.4,24.12,0
512.08,20.44,798.55,71.75,,38.33,21.23,0
548.12,23.5,900.5,83.64,,,24.62,0
539.9,28.04,900.0,90.65,340.81,69.55,26.52,1
647.45,29.93,1064.44,106.49,390.27,90.47,33.22,2
629.4,21.94,1042.17,154.26,353.96,125.0,25.08,2
523.74,28.87,834.08,83.15,304.89,61.41,24.43,0
663.62,25.96,1073.47,175.78,,119.84,20.22,3
490.81,23.85,763.29,81.95,274.98,56.39,21.33,0
939.2895603306353,23.84,857.83,73.02,305.47,53.91,25.9,0
575.87,30.09,969.46,102.12,,74.75,23.68,1
596.02,19.4,986.76,93.36,337.86,73.17,17.89,1
520.53,18.85,877.13,68.01,283.79,50.17,18.07,0
575.48,21.16,975.77,105.04,347.08,85.88,25.38,1
564.76,21.59,980.9,79.77,347.28,60.0,20.54,1
489.24,15.34,810.87,70.77,270.09,51.49,13.49,0
477.4,21.69,795.42,86.79,277.35,55.41,22.27,0
543.81,12.0,900.0,100.78,338.1,89.49,6.75,1
143.21362542207305,-8.33,43.71,37.28,50.65,31.23,21.56,3
589.07,27.69,978.23,103.78,361.5,70.56,25.84,1
540.12,27.48,900.0,75.0,322.05,60.0,28.58,1
614.59,22.66,1012.77,93.13,361.64,64.11,21.67,1
536.39,26.11,894.81,69.5,309.7,51.88,24.74,0
516.81,14.91,861.37,91.81,301.72,67.49,16.23,0
496.0,18.94,,78.88,293.15,53.83,16.54,0
502.58,22.46,767.08,89.12,305.01,59.72,28.65,0
516.88,22.79,806.9,72.68,305.67,54.48,21.03,0
520.57,25.23,815.04,59.97,306.96,35.0,20.45,0
648.06,19.88,1120.0,93.84,426.96,80.0,21.41,2
503.7,12.76,797.92,77.14,286.78,53.93,17.12,0
496.8,16.35,778.05,85.61,,61.18,16.14,1
568.77,33.15,,79.5,356.17,60.0,42.69,1
517.86,24.78,,88.02,290.09,56.91,21.97,0
575.11,22.61,900.0,92.96,,60.0,19.32,1
532.86,23.89,929.18,92.65,316.62,63.18,21.95,1
565.14,15.53,926.14,120.73,327.84,92.27,16.76,1
550.54,22.85,903.45,93.12,328.38,82.28,21.15,1
646.22,16.27,1102.83,98.78,401.28,82.3,16.07,2
123.94,19.26,68.49,32.52,55.06,24.66,26.28,3
493.81,31.35,786.09,79.2,293.6,52.48,34.97,0
531.88,26.78,862.57,76.38,,41.29,27.1,0
538.87,23.21,,77.68,324.4,65.73,17.72,0
568.83,22.87,937.01,86.37,347.31,72.28,27.18,1
571.82,30.21,959.74,105.68,,84.4,34.68,1
599.34,34.85,1019.66,149.65,367.91,81.09,32.06,2
551.76,27.9,948.19,101.69,329.91,74.26,25.25,1
575.89,32.23,,100.51,329.92,72.13,32.33,1
607.75,41.48,,103.93,,70.06,40.23,1
541.58,22.81,904.23,82.82,305.07,68.18,24.24,0
752.2,20.11,1108.9,170.34,444.57,89.4,33.18,3
503.77,21.35,828.44,92.18,274.11,61.85,15.11,0
143.67,54.03,8.13,7.29,109.24,56.0,17.54,3
515.64,17.11,851.05,57.67,297.12,44.8,12.97,0
518.13,26.01,821.0,79.41,292.84,64.77,27.13,0
624.31,28.29,1066.54,97.38,345.0,80.0,28.35,3
541.6,19.97,947.91,77.76,,60.0,25.35,1
506.07,30.72,,56.03,286.44,,27.43,0
528.25,11.7,876.57,88.97,296.3,63.01,14.75,0
492.97,17.16,779.94,84.73,,68.44,14.12,1
494.02,16.35,842.36,64.12,,41.57,21.01,0
19.58,33.48,,36.07,136.1,-6.81,18.89,3
524.35,21.68,869.73,74.26,296.55,46.34,21.13,0
671.36,36.75,1120.0,107.06,422.8,80.0,34.54,2
584.63,20.41,936.61,94.2,343.32,72.58,21.26,1
570.5,28.78,971.72,88.69,331.1,64.67,30.54,1
596.4,30.13,1006.43,142.09,362.19,108.73,29.38,2
572.05,34.41,961.81,75.0,334.32,60.4,30.47,1
589.99,25.66,943.12,75.0,335.26,60.0,27.41,1
551.68,28.3,892.45,78.52,326.66,61.43,29.67,0
530.0,31.52,900.0,85.61,,60.0,30.88,1
502.21,19.83,807.77,84.57,311.24,69.89,27.94,0
526.89,27.77,833.49,82.39,302.38,54.55,22.88,0
635.99,27.65,1106.74,108.8,367.07,85.16,25.61,2
583.72,24.01,980.0,125.21,,90.78,21.77,2
611.09,24.57,1011.26,95.91,363.7,80.0,25.54,2
523.9,23.72,840.52,71.52,314.92,44.02,19.33,0
643.65,31.62,1079.28,104.42,375.73,80.0,33.59,2
570.18,35.22,983.34,108.07,327.36,62.14,34.94,1
530.46,22.4,,87.89,308.74,61.05,25.91,0
512.44,22.61,825.28,74.68,291.45,50.87,24.87,0
536.44,24.62,834.22,77.25,306.03,54.38,22.64,0
544.38,28.78,873.67,72.65,313.45,43.12,28.77,0
517.19,22.14,827.55,92.68,309.78,68.38,15.79,1
81.01218797583579,27.23,860.57,69.56,307.48,55.13,24.5,0
679.19,24.91,,147.81,477.74,138.81,24.16,3
573.14,22.3,928.14,,342.52,76.12,20.64,1
631.02,27.45,,111.95,372.77,90.25,28.51,2
515.93,25.92,862.47,68.3,292.87,44.35,28.07,0
491.17,26.16,746.54,64.74,278.49,53.55,23.58,0
521.72,28.67,,77.12,,64.58,26.11,0
574.46,32.7,940.17,78.19,360.6,62.14,26.54,1
511.31,24.1,855.95,81.72,,56.01,29.24,0
642.42,32.71,1120.0,107.27,378.72,86.82,32.56,2
560.07,12.32,,77.13,313.9,55.0,7.84,0
540.72,25.27,898.71,70.36,312.94,49.16,20.12,0
574.11,22.8,1020.0,90.8,343.45,81.43,24.87,1
7.95,43.58,147.61,49.74,-4.64,18.11,33.1,3
